arm,rho,delta,seed,n,learned_mcc,learned_mcc_spearman,learned_cca,learned_mcc_band,n_band,oracle_sigma,oracle_mcc,oracle_mcc_spearman,oracle_cca,gap_mcc,gap_mcc_spearman,kl_total,kl_min,active_units,recon_nats,posterior_collapse,deterministic_ae
conditional,0.2,0.0,17,2000,0.9561670016286816,0.9608470157117504,0.9926588473515804,0.7849832682844068,780,0.124267578125,0.9926873222519936,0.9924668526167094,0.992678972664274,0.0365203206233119,0.0316198369049589,6.21617603302002,3.073859691619873,2,1361.3436279296875,False,False
conditional,0.2,0.0,18,2000,0.8575002173508548,0.8560944535236101,0.9934760428212056,0.6716017201866251,828,0.115966796875,0.9935005609740334,0.9933976193494014,0.9934825935879557,0.1360003436231786,0.1373031658257912,6.43427324295044,3.1874983310699463,2,1362.565185546875,False,False
conditional,0.2,0.0,19,2000,0.9806917477199192,0.9852485373121306,0.9900228290175054,0.8290678376650897,818,0.143798828125,0.9900073030518904,0.9898471604617864,0.9899996558052512,0.0093155553319711,0.0045986231496558,6.323119640350342,3.157158613204956,2,1363.976806640625,False,False
conditional,0.2,0.0,20,2000,0.8222627462106926,0.8194752196188019,0.992112823247112,0.5532811064006649,817,0.124755859375,0.9921233741865204,0.9918608097151989,0.992099990612476,0.1698606279758276,0.1723855900963969,6.249910831451416,3.075286626815796,2,1361.848388671875,False,False
conditional,0.2,0.0,21,2000,0.8863020213273242,0.890684136671031,0.9930085365224006,0.6479019753636537,783,0.120849609375,0.9929956888530344,0.9927251084312736,0.9929963829329582,0.1066936675257103,0.1020409717602425,6.383851528167725,3.188785552978516,2,1366.508544921875,False,False
conditional,0.2,0.0,22,2000,0.9379045319798346,0.9427026046756476,0.9888748757156516,0.7282585281975138,741,0.150634765625,0.9889165271013176,0.9882011388002808,0.9889092663802,0.051011995121483,0.0454985341246332,6.2556891441345215,3.0943713188171387,2,1366.0997314453125,False,False
conditional,0.2,0.0,23,2000,0.8146122165092324,0.8118102102025495,0.9929075445338058,0.6358580890086661,795,0.118896484375,0.9929286413740894,0.9925951288987788,0.9929348020093184,0.178316424864857,0.1807849186962291,6.397958755493164,3.163301706314087,2,1364.3087158203125,False,False
conditional,0.2,0.0,24,2000,0.790287128070673,0.793137827534454,0.9923633950056514,0.5902494943906297,809,0.121337890625,0.9923566128063204,0.992062127015528,0.992354653411022,0.2020694847356473,0.198924299481074,6.268249034881592,3.114566802978516,2,1366.79052734375,False,False
conditional,0.4,0.0,0,2000,0.76846716437581,0.7655850136462508,0.9946933921799156,0.710402823750471,1601,0.103271484375,0.9947156840980174,0.9945589721397392,0.994716547917906,0.2262485197222074,0.2289739584934885,6.266050338745117,3.098663568496704,2,1365.5682373046875,False,False
conditional,0.4,0.0,1,2000,0.9789611045131424,0.98244033486008,0.9918497938684764,0.9709838140582618,1614,0.129150390625,0.9918848517288796,0.9917497871874434,0.9918598347025812,0.0129237472157373,0.0093094523273633,6.320376396179199,3.114766836166382,2,1366.052001953125,False,False
conditional,0.4,0.0,2,2000,0.915288137420621,0.9165257883814436,0.9910411572727988,0.8021094837615617,1636,0.134033203125,0.9910230450665378,0.9910829845207424,0.9910295211168234,0.0757349076459168,0.0745571961392987,6.2665886878967285,3.118773460388184,2,1365.8914794921875,False,False
conditional,0.4,0.0,3,2000,0.8922842857699839,0.8952071695517891,0.9932063899341096,0.8083743345335268,1584,0.119384765625,0.9932210327529206,0.9930857467714328,0.9932207898404152,0.1009367469829367,0.0978785772196437,6.287471771240234,3.1362383365631104,2,1367.3883056640625,False,False
conditional,0.4,0.0,4,2000,0.7134598989207451,0.7077393606848377,0.9937617514684332,0.6524374192648216,1601,0.111083984375,0.9937632867958603,0.9936623101655736,0.9937592666282066,0.2803033878751152,0.285922949480736,6.319906234741211,3.150017261505127,2,1365.8419189453125,False,False
conditional,0.4,0.0,5,2000,0.9349631862076364,0.9393185130796248,0.9914065820962128,0.8150133123528349,1535,0.134521484375,0.991419484408758,0.9911533375383308,0.9914189543929112,0.0564562982011216,0.0518348244587061,6.304872989654541,3.137460231781006,2,1366.163330078125,False,False
conditional,0.4,0.0,6,2000,0.966958948877132,0.9707128271782032,0.9912334839862392,0.8994340874707887,1628,0.135986328125,0.9912194196969184,0.990662710665674,0.9912149716108792,0.0242604708197864,0.0199498834874706,6.176549911499023,3.033161401748657,2,1362.9334716796875,False,False
conditional,0.4,0.0,7,2000,0.8611218222729518,0.8622183070545735,0.9916006824252848,0.7666431720037625,1579,0.129638671875,0.9915686552046528,0.991210270802564,0.9915716109324416,0.130446832931701,0.1289919637479903,6.273734092712402,3.12988829612732,2,1366.25830078125,False,False
conditional,0.4,0.0,8,2000,0.9663001118372422,0.9706319869079932,0.9912775276139678,0.9049135279350892,1599,0.133544921875,0.9912838424043504,0.9909153999788464,0.9912846929696676,0.0249837305671082,0.020283413070853,6.338535308837891,3.1428451538085938,2,1368.1180419921875,False,False
conditional,0.4,0.0,9,2000,0.9282068779577072,0.9333792870948184,0.9915519216851816,0.843088927415783,1575,0.132568359375,0.9915858732306764,0.9912020958005204,0.9915773460432656,0.0633789952729694,0.057822808705702,6.327909469604492,3.144563913345337,2,1364.5997314453125,False,False
conditional,0.4,0.0,10,2000,0.987198104984379,0.991925127481278,0.9912274344053416,0.9856799911011208,1594,0.131591796875,0.9912183191672136,0.9910633682658384,0.9912110668274854,0.0040202141828346,-0.0008617592154394,6.311389446258545,3.1055307388305664,2,1364.9503173828125,False,False
conditional,0.4,0.0,11,2000,0.9643905576084764,0.9683154388288562,0.9902792485828292,0.879971942716872,1581,0.145263671875,0.9903081909141452,0.9901759200439764,0.990306854066183,0.0259176333056686,0.0218604812151201,6.329432487487793,3.1356210708618164,2,1362.2132568359375,False,False
conditional,0.4,0.0,12,2000,0.9613820902784734,0.9658017547004352,0.9918384392513008,0.9186385999022236,1645,0.127685546875,0.9918153457000024,0.991661877415466,0.991815357114123,0.0304332554215289,0.0258601227150307,6.30776309967041,3.139068365097046,2,1367.8272705078125,False,False
